source,timestamp,hand_idx,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
realsense,1741301152.1851535,0,0.32616716623306274,0.728907585144043,1.5464641478502017e-07,0.31762370467185974,0.6574692726135254,-0.021807711571455002,0.3514711260795593,0.5846533179283142,-0.036470819264650345,0.39063164591789246,0.5472695827484131,-0.053026922047138214,0.42579081654548645,0.5090369582176208,-0.06905614584684372,0.43633168935775757,0.5571268200874329,0.0002048376336460933,0.4941464364528656,0.5028761625289917,-0.011967412196099758,0.5272775888442993,0.46917611360549927,-0.022388683632016182,0.5588376522064209,0.44643640518188477,-0.03283754736185074,0.45529741048812866,0.5971977710723877,-0.008457846939563751,0.49136942625045776,0.5394116044044495,-0.04882500693202019,0.4625333547592163,0.5136396884918213,-0.07155782729387283,0.4352268576622009,0.5102839469909668,-0.07629910111427307,0.4701312780380249,0.6389406323432922,-0.021572159603238106,0.5249271988868713,0.5971551537513733,-0.047536641359329224,0.552166759967804,0.5510875582695007,-0.06291338801383972,0.5775623917579651,0.516044020652771,-0.07006309926509857,0.4762716591358185,0.6905615329742432,-0.03706938028335571,0.529732346534729,0.6849005222320557,-0.051854994148015976,0.5655245780944824,0.6732461452484131,-0.06049032509326935,0.5984591841697693,0.6601744890213013,-0.06629347056150436
realsense,1741301152.2301247,0,0.32519495487213135,0.7268099188804626,1.313397746116607e-07,0.3186083436012268,0.6554948687553406,-0.021321937441825867,0.3515183627605438,0.5850514769554138,-0.03553944081068039,0.38909754157066345,0.5507601499557495,-0.051381874829530716,0.4245944619178772,0.5137155055999756,-0.06677363067865372,0.43533453345298767,0.5559948682785034,-0.0020188784692436457,0.49262428283691406,0.5013670325279236,-0.015652623027563095,0.5256592035293579,0.46715134382247925,-0.02714049257338047,0.5574982166290283,0.4429691433906555,-0.03818022832274437,0.45490530133247375,0.5956960320472717,-0.010774151422083378,0.4901171624660492,0.5405084490776062,-0.05218441039323807,0.4609741270542145,0.5172680020332336,-0.07529547810554504,0.43278148770332336,0.5146685838699341,-0.08039142936468124,0.4693567156791687,0.6377167701721191,-0.02389427274465561,0.5238528251647949,0.5965160727500916,-0.05134744197130203,0.5506323575973511,0.5511276721954346,-0.06751610338687897,0.5749364495277405,0.5156621336936951,-0.07507659494876862,0.47471314668655396,0.6885955333709717,-0.039190325886011124,0.5281544923782349,0.6853469610214233,-0.05564940348267555,0.564038097858429,0.6744776964187622,-0.06511593610048294,0.5974137783050537,0.6614283919334412,-0.07131586968898773
realsense,1741301152.2778213,0,0.32383066415786743,0.7255638837814331,1.204897444040398e-07,0.3182011842727661,0.6535081267356873,-0.02031862363219261,0.35053718090057373,0.5825187563896179,-0.03364645317196846,0.3884499669075012,0.5486223697662354,-0.04868713766336441,0.4237402081489563,0.5155319571495056,-0.06322483718395233,0.43276605010032654,0.5522580146789551,-0.000420063006458804,0.48680809140205383,0.4954391121864319,-0.012482646852731705,0.5185140371322632,0.4603016972541809,-0.022991081699728966,0.5485016703605652,0.4348059296607971,-0.03333054482936859,0.45321139693260193,0.5928829908370972,-0.008641312830150127,0.4886917471885681,0.5407575964927673,-0.046137984842061996,0.46275874972343445,0.5198115110397339,-0.06807471811771393,0.4359975755214691,0.5172229409217834,-0.07336150854825974,0.4684183895587921,0.6356921792030334,-0.02104094810783863,0.5223429203033447,0.5951836109161377,-0.04598034545779228,0.5490882992744446,0.5511718988418579,-0.06176541745662689,0.5718579888343811,0.5166749954223633,-0.06961795687675476,0.4743708670139313,0.686777651309967,-0.03553830459713936,0.5274202227592468,0.6840554475784302,-0.05064201354980469,0.5630761981010437,0.6743758916854858,-0.05977775529026985,0.5950380563735962,0.6632834672927856,-0.0658765658736229
realsense,1741301152.3303373,0,0.32389146089553833,0.7268548607826233,9.399381184493905e-08,0.31675463914871216,0.6555360555648804,-0.019729698076844215,0.34914514422416687,0.5833300352096558,-0.03228375315666199,0.3869108259677887,0.5475668907165527,-0.046601928770542145,0.42177414894104004,0.5105831623077393,-0.060372114181518555,0.43128469586372375,0.552617609500885,0.002030089031904936,0.4819476902484894,0.4935772120952606,-0.009813894517719746,0.5096237659454346,0.45484280586242676,-0.020474836230278015,0.5371848940849304,0.4261515736579895,-0.03111712820827961,0.4526386260986328,0.5925524234771729,-0.007124266587197781,0.49074941873550415,0.5347638130187988,-0.04568309709429741,0.4624168872833252,0.5106344223022461,-0.06782419234514236,0.433010071516037,0.5080010890960693,-0.07241081446409225,0.46820536255836487,0.6350195407867432,-0.020596371963620186,0.5231815576553345,0.5920538306236267,-0.04526953771710396,0.5498619079589844,0.5487662553787231,-0.060467679053545,0.5737471580505371,0.5161712765693665,-0.06766870617866516,0.4742162227630615,0.6865074634552002,-0.0363154262304306,0.5275569558143616,0.6830654740333557,-0.05048079788684845,0.563362717628479,0.6734068393707275,-0.05916589871048927,0.5961387157440186,0.6620133519172668,-0.0651642307639122
realsense,1741301152.3720832,0,0.3250115215778351,0.7317251563072205,3.497223985959863e-07,0.31670433282852173,0.6546801924705505,-0.02688012644648552,0.3421589434146881,0.58309406042099,-0.03887638449668884,0.37958332896232605,0.5407418012619019,-0.04864273965358734,0.40256115794181824,0.4921780824661255,-0.057347871363162994,0.4294528663158417,0.5559682250022888,-0.019216977059841156,0.4738163352012634,0.49191969633102417,-0.036078546196222305,0.5038864612579346,0.45290547609329224,-0.04968780651688576,0.5287706851959229,0.4227721393108368,-0.06021827831864357,0.4557616412639618,0.5904287099838257,-0.02024889923632145,0.5045020580291748,0.5285018086433411,-0.03524541109800339,0.5320860147476196,0.4892699420452118,-0.04881777614355087,0.5538482069969177,0.45632296800613403,-0.05922233685851097,0.47016584873199463,0.6340517401695251,-0.025620341300964355,0.5243433713912964,0.584038496017456,-0.04486699029803276,0.5563708543777466,0.5463259220123291,-0.06044328585267067,0.5832239389419556,0.5126606225967407,-0.07190746068954468,0.47457626461982727,0.6874697208404541,-0.03346754610538483,0.527146577835083,0.6856648921966553,-0.05339759588241577,0.5638121962547302,0.6799596548080444,-0.06685899943113327,0.5959852933883667,0.6715577244758606,-0.07640676945447922
realsense,1741301152.4270473,0,0.32551249861717224,0.7303162217140198,4.5703799855800753e-07,0.3155810534954071,0.6538582444190979,-0.03169047832489014,0.338410884141922,0.5820561647415161,-0.0467669703066349,0.37262845039367676,0.5363739132881165,-0.05869853124022484,0.39312365651130676,0.48530152440071106,-0.06970705091953278,0.43037474155426025,0.5541232228279114,-0.02595929428935051,0.47343313694000244,0.49016353487968445,-0.04597115516662598,0.5034722685813904,0.4493994116783142,-0.062054991722106934,0.530243456363678,0.4176151752471924,-0.07406704127788544,0.4586586058139801,0.5893648266792297,-0.025739576667547226,0.5157310962677002,0.5321382880210876,-0.041906725615262985,0.5508815050125122,0.49497589468955994,-0.05649247765541077,0.5796927213668823,0.46415653824806213,-0.06775955110788345,0.47203513979911804,0.6335343718528748,-0.030100824311375618,0.528464138507843,0.5860252976417542,-0.05022718012332916,0.5612673759460449,0.5511433482170105,-0.06632314622402191,0.5885180234909058,0.5204528570175171,-0.07804033905267715,0.47412675619125366,0.6871441006660461,-0.03737521916627884,0.5273041725158691,0.6856830716133118,-0.058048322796821594,0.5637069344520569,0.682296872138977,-0.07125279307365417,0.5957198143005371,0.6767120957374573,-0.08047390729188919
realsense,1741301152.4671552,0,0.3249600827693939,0.7344118356704712,4.51138134849316e-07,0.31381210684776306,0.6585923433303833,-0.029416993260383606,0.3343444764614105,0.5821740627288818,-0.04435037449002266,0.36450591683387756,0.5310940146446228,-0.05653780326247215,0.3784300684928894,0.4784441888332367,-0.06845570355653763,0.4292086362838745,0.5561835765838623,-0.027626212686300278,0.47322216629981995,0.488850474357605,-0.048096854239702225,0.5033749938011169,0.447532057762146,-0.0644705519080162,0.5308395624160767,0.41523897647857666,-0.07666367292404175,0.4578249156475067,0.593701958656311,-0.028922121971845627,0.5217500329017639,0.5409402847290039,-0.04525487497448921,0.5607564449310303,0.5072444677352905,-0.05954344943165779,0.5924636125564575,0.47881418466567993,-0.07055534422397614,0.4709189534187317,0.6385902166366577,-0.034329984337091446,0.5322942733764648,0.5933921933174133,-0.05363050475716591,0.5676908493041992,0.5609392523765564,-0.06838085502386093,0.5971978306770325,0.5313689708709717,-0.07932732254266739,0.47246772050857544,0.6909134984016418,-0.042454592883586884,0.5259163975715637,0.6882447004318237,-0.061634551733732224,0.5620999336242676,0.6844639182090759,-0.0726708322763443,0.5942033529281616,0.6782530546188354,-0.08050092309713364
realsense,1741301152.5192804,0,0.32291877269744873,0.7374762296676636,4.4999623582953063e-07,0.3123098611831665,0.6613783836364746,-0.029328491538763046,0.333224892616272,0.5832844376564026,-0.04438073933124542,0.3616895079612732,0.5294650793075562,-0.05690135806798935,0.37455514073371887,0.4757494330406189,-0.0691443607211113,0.42819979786872864,0.5577832460403442,-0.027360839769244194,0.4733103811740875,0.48985451459884644,-0.04859016090631485,0.5039982199668884,0.4479319453239441,-0.06559864431619644,0.5322867631912231,0.4146856665611267,-0.07825664430856705,0.4565063416957855,0.5944640040397644,-0.02883029170334339,0.5208911299705505,0.5424208641052246,-0.04566939175128937,0.5600420236587524,0.5086885690689087,-0.05994490161538124,0.5921519994735718,0.4797394275665283,-0.07089677453041077,0.46974483132362366,0.638704240322113,-0.034470681101083755,0.5306658148765564,0.5926361083984375,-0.053719379007816315,0.5648865103721619,0.5600723028182983,-0.06731443852186203,0.5938116312026978,0.530380368232727,-0.07737354934215546,0.47162139415740967,0.6905301213264465,-0.043000493198633194,0.5251997709274292,0.6863046884536743,-0.061861295253038406,0.561517059803009,0.6814670562744141,-0.07218753546476364,0.594221830368042,0.674447774887085,-0.07944221049547195
realsense,1741301152.5633905,0,0.32169070839881897,0.735350489616394,4.613603152847645e-07,0.3124716877937317,0.6606220006942749,-0.029614189639687538,0.3331912159919739,0.5844534635543823,-0.045492738485336304,0.3600849509239197,0.530911922454834,-0.058864232152700424,0.37283849716186523,0.4760133624076843,-0.07187478989362717,0.42864611744880676,0.5556465983390808,-0.027743380516767502,0.47335362434387207,0.48818889260292053,-0.04946781322360039,0.5036513805389404,0.4471932649612427,-0.06686946004629135,0.532168447971344,0.41473954916000366,-0.0798516646027565,0.4560832381248474,0.5924967527389526,-0.02934589423239231,0.5194260478019714,0.5403624176979065,-0.046910908073186874,0.5585509538650513,0.5078772902488708,-0.06186604127287865,0.5911749601364136,0.4801814556121826,-0.07336141169071198,0.46845653653144836,0.6374696493148804,-0.03514629974961281,0.5274672508239746,0.5902888774871826,-0.055226217955350876,0.5606679916381836,0.5578467845916748,-0.06900127232074738,0.5893089771270752,0.5281979441642761,-0.07909110188484192,0.4699413776397705,0.6904672980308533,-0.04379865899682045,0.5234683156013489,0.684160590171814,-0.06302539259195328,0.5597796440124512,0.6783782243728638,-0.0732966810464859,0.5929260849952698,0.670457124710083,-0.08055197447538376
realsense,1741301152.60838,0,0.3229449391365051,0.7354811429977417,5.088090802018996e-07,0.31080707907676697,0.6623689532279968,-0.03213897719979286,0.33197221159935,0.5861585140228271,-0.04953548312187195,0.3593427836894989,0.5324709415435791,-0.0640222579240799,0.37168121337890625,0.4778144061565399,-0.07774674892425537,0.42545926570892334,0.556810200214386,-0.03312878683209419,0.47053155303001404,0.48872900009155273,-0.05619437247514725,0.501477837562561,0.44843077659606934,-0.07278652489185333,0.5304968357086182,0.416780948638916,-0.08436287194490433,0.4513162672519684,0.5921978950500488,-0.03302782401442528,0.5132861733436584,0.5413362979888916,-0.054307568818330765,0.5530221462249756,0.5050381422042847,-0.0694669783115387,0.5863851308822632,0.4752780795097351,-0.0799342468380928,0.46415090560913086,0.6351357102394104,-0.03721097111701965,0.5113925933837891,0.5904437899589539,-0.06054767221212387,0.5329497456550598,0.5466256141662598,-0.07441850006580353,0.5529100894927979,0.509286105632782,-0.08274369686841965,0.46724793314933777,0.6843424439430237,-0.04436982795596123,0.5194207429885864,0.6683297753334045,-0.0642191544175148,0.5539354681968689,0.6562985777854919,-0.07450515031814575,0.5868635177612305,0.642859935760498,-0.08124369382858276
